OBJECTID,CJRTRACTBLOCK,CNT_CJRTRACTBLOCK,SHAPE_Length,SHAPE_Area
4138,9604 5008,1,504.169367,12334.851518
4139,7901 3006,1,577.577317,20392.532526
4140,7903 2005,1,552.368426,14797.352603
4141,7901 2002,1,483.437034,12714.997192
4142,7903 2006,1,252.269129,2130.722755
4143,8001 3002,1,484.542872,12738.178563
4144,8001 3001,1,430.37274,10884.315587
4145,8001 3000,1,437.629864,10832.777327
4146,7901 3005,1,556.603577,19714.276589
4147,8001 3003,1,486.114835,11291.90587
4155,8001 2006,1,204.67033,1968.003809
4157,8001 2011,1,293.028882,5343.686692
4158,8001 2007,1,301.584877,5674.418072
4159,7901 3004,1,400.649349,9489.404755
4160,7901 3003,1,404.479527,9612.172047
4177,8001 2008,1,295.653403,5083.530247
4178,8001 2010,1,312.931596,6107.752451
4179,7903 2000,1,396.330652,8934.075484
4180,7903 1002,1,381.24073,8124.033478
4181,8001 2009,1,218.179619,1588.750042
4182,7903 2002,1,547.712619,18327.811695
4183,7903 2001,1,457.194499,11496.975086
4184,7901 2001,1,599.361619,22687.014235
4185,7901 2000,1,597.697821,22314.162175
4186,7903 2003,1,477.105885,13363.815406
4187,7901 3002,1,399.970938,9080.85468
4188,8001 2005,1,750.134093,34071.387162
4197,7901 3000,1,379.286131,7747.175454
4198,7901 3001,1,515.014808,16599.012188
4199,7903 1011,1,295.45867,5067.682253
4200,8001 2004,1,620.317889,16259.832306
4201,7901 1005,1,482.825526,9892.061051
4205,7901 4006,1,222.05203,2287.081703
4206,7903 1010,1,325.943736,6544.853794
4207,9604 5003,1,866.078544,41481.123542
4209,9602 3027,1,539.832934,5435.802204
4216,8001 2000,1,441.452819,9780.135554
4217,8001 2002,1,621.749625,16505.906096
4218,8001 2001,1,475.092626,12115.267908
4219,7903 1008,1,523.327275,13594.886943
4220,9602 3026,1,230.429699,2542.766706
4224,7901 4005,1,543.306448,14513.151035
4226,7903 1009,1,349.376013,7605.265287
4227,8001 1007,1,116.904062,570.840234
4229,7901 1004,1,359.587756,8194.468178
4230,8804 1004,1,492.955005,14049.949195
4232,8803 6000,1,536.842881,13731.633561
4233,8803 6001,1,418.820875,9168.382104
4235,7903 1000,1,703.834927,25690.22571
4237,7901 4004,1,491.462709,10023.840067
4238,7901 1003,1,864.621196,33611.50486
4239,7903 1001,1,612.648289,18240.836498
4240,7903 1007,1,460.850875,13191.502459
4241,7903 1003,1,644.712008,19281.983834
4254,7901 4003,1,495.892943,10359.101506
4255,7903 1004,1,695.938071,20914.159618
4259,7901 1002,1,452.653077,10835.557807
4260,7903 1005,1,342.426503,6009.874482
4262,8001 1003,1,590.474449,20249.063378
4263,7901 4002,1,745.020733,30126.844493
4264,7903 1006,1,470.604989,13000.069399
4265,8001 1006,1,490.667686,13427.547549
4266,8001 1005,1,511.350526,14159.845179
4267,8001 1002,1,520.358152,15137.477547
4269,8402 3006,2,416.934523,7063.052831
4272,7901 1000,1,482.597175,13926.725867
4277,8001 1001,2,228.506845,1779.112588
4280,7901 1001,1,469.768997,12211.465352
4281,8904 1008,1,541.888118,16002.05823
4290,7901 4000,1,686.683245,28983.936257
4298,8001 1000,1,546.631249,13595.040577
4299,7901 4001,1,631.809041,25771.768387
4301,8904 1007,1,425.831513,10873.877136
4302,8904 1006,1,444.6015,11442.724196
4303,8402 3000,2,483.949587,9176.664461
4304,8904 2005,1,493.33195,15003.502637
4305,8904 1005,1,510.654265,13842.099353
4307,8402 3001,1,618.568676,22384.534477
4308,8402 3002,1,424.573452,10701.464978
4309,8904 2004,1,509.112483,15545.563477
4312,9602 3023,3,1851.22373,185072.271171
4320,9602 3025,2,1102.217557,37680.555384
4323,8410 1000,2,346.812153,4131.268054
4325,8904 2006,1,370.62612,8231.684213
4332,8410 1001,1,684.685867,26536.145534
4335,8904 2002,1,491.064661,13782.384861
4341,8802 2008,1,530.044888,17620.053045
4345,8903 1020,3,595.693009,14143.173903
4346,8802 2009,1,367.82371,8090.673009
4352,8904 2003,2,1085.772721,52335.173162
4354,8410 1002,1,344.123095,4505.394012
4356,8904 2001,1,420.232063,10201.649753
4358,8802 2010,1,371.228793,8236.232708
4361,8904 1004,1,628.015366,19710.351851
4363,8802 2007,1,551.313234,18659.668979
4364,8802 2011,1,371.601549,8242.18656
4365,8903 1021,1,260.488153,3501.613733
4366,8903 1022,1,114.2435,476.170373
4367,8903 1019,1,743.660891,30811.540618
4369,8802 2006,1,377.575928,8462.11597
4371,8904 1003,1,717.641423,23236.836637
4382,8802 2005,1,377.994526,8460.833805
4384,8904 2000,2,788.372404,29400.453006
4385,8802 2000,1,553.24307,18459.427147
4386,8802 2004,1,377.417906,8422.816397
4387,8802 3004,1,773.458914,30887.356485
4388,8802 2001,1,376.46012,8373.740798
4389,8903 1017,1,453.011718,12433.900459
4390,8903 1016,1,426.667353,10616.619566
4391,8903 1015,1,543.007644,17962.282271
4392,8904 1000,1,2119.881043,174138.634694
4394,8903 1018,1,493.803623,15254.338708
4395,8802 2002,1,375.780062,8328.469564
4398,8802 2003,1,377.431863,8458.386288
4399,8802 1000,1,488.891954,13311.509068
4400,8903 1014,1,625.915457,17430.169617
4401,8903 1013,1,473.594833,11580.440406
4402,8802 1005,1,343.125071,7147.077664
4403,8802 3005,1,781.964609,31962.572685
4404,8904 1001,1,621.256465,21114.333453
4405,8802 1001,1,473.285098,12341.133768
4417,8802 1004,1,339.810059,6964.046973
4420,8903 1011,1,614.378169,16067.344921
4421,8903 1012,1,385.473234,8280.848861
4422,8802 1003,1,347.484752,7364.771497
4424,8804 2005,1,282.200975,4934.703024
4425,8802 3000,1,780.450452,31767.68415
4426,8903 1003,1,370.082503,5216.791775
4427,8903 1002,1,797.393279,37072.747312
4428,8903 1001,1,520.324376,14330.066981
4429,8903 1000,1,711.806476,20936.339887
4430,8903 1010,1,627.155482,17537.688433
4433,8903 1009,1,329.552252,6479.420574
4434,8804 2004,1,505.571682,14056.632713
4435,8802 1002,1,622.701021,21235.090326
4436,8804 2003,1,364.193301,8063.091466
4437,8802 4004,1,684.41625,18773.158425
4449,8903 1004,1,280.569224,3336.906881
4453,8802 4000,1,785.131287,22345.395109
4454,8804 3002,1,576.286876,16723.730619
4455,8903 1005,1,363.294435,7807.269935
4456,8903 1008,1,326.758756,4643.797112
4458,8804 2002,1,373.420432,8512.222488
4459,8903 1006,1,422.828912,10221.841188
4460,8802 4003,1,539.571079,14025.839047
4461,8804 3000,1,259.273269,3979.229842
4464,8802 4001,1,507.228923,12284.579659
4467,8804 1008,1,623.885102,24385.144967
4468,8804 3003,1,539.387253,13979.861019
4469,8804 2000,3,642.579461,19550.505586
4470,8802 4002,1,488.064666,12102.30522
4471,8804 1009,1,257.13627,3885.769625
4473,8804 2001,1,424.405969,10375.745077
4474,8905 1011,1,569.880068,8215.83965
4477,8804 3004,1,455.326433,11008.076887
4479,8804 3001,1,838.576082,29933.593694
4484,8905 1015,2,4839.122391,451275.769442
4485,8905 1010,1,135.415741,247.345447
4486,8804 1007,1,590.290745,21719.439063
4487,8905 1013,1,278.739819,3493.297176
4488,8804 1010,1,710.06921,22064.812108
4489,8804 1006,1,403.347243,7551.869372
4491,8804 3006,1,483.505623,12121.171689
4492,8804 3005,1,461.744723,9951.997508
4493,8804 1005,1,716.672318,23057.008169
4497,8905 1014,2,2355.022412,162269.551805
4500,8804 1003,1,692.009389,20977.40525
4505,8803 6002,1,84.82816,332.150105
4508,8803 5012,1,379.343388,6504.420705
4509,8905 1007,3,1974.152541,209605.403165
4510,8905 1008,1,498.580057,7935.376505
4512,8905 1009,2,1377.084353,124107.745708
4516,8905 1012,3,1668.671729,146048.058169
4518,8905 1017,5,1063.168883,34252.134581
4519,8803 5011,1,467.569288,8663.238339
4520,8803 5005,1,644.938407,19860.441163
4522,8803 5006,1,614.75873,18729.394185
4523,9101 3032,1,516.710487,14625.444163
4524,9101 3031,1,492.195717,13132.156789
4525,8804 1002,1,511.439752,16234.940858
4526,8803 5010,1,544.069496,15538.292251
4527,8803 5009,1,467.942813,12422.120246
4528,9101 3029,1,510.459854,14087.378146
4529,9101 3030,1,383.69146,8630.445629
4530,8905 1020,1,1262.850898,90592.843369
4531,8905 1019,1,553.871691,14862.133855
4532,8905 1018,1,1706.226012,140535.807837
4533,9102 2019,1,713.527076,9880.852675
4534,9102 1014,1,55.511265,108.921325
4535,9101 3009,1,195.806209,1526.478637
4536,9102 1003,1,544.613098,18196.025539
4537,9102 1001,1,118.802385,497.155047
4538,9301 3024,1,78.778784,220.622326
4539,9301 3025,1,474.842441,13125.62563
4540,9400 5022,1,194.779026,1660.925192
4541,9301 4007,1,554.371463,18401.732672
4542,9301 1009,1,517.664517,16353.568789
4543,9400 3014,1,94.484025,386.213308
4544,9301 1008,1,517.699712,16380.392813
4545,9400 4019,1,105.588813,471.028805
4546,9301 1000,1,490.478294,14879.714752
4547,9400 4018,1,395.169351,7897.512061
4548,9400 5005,1,461.260284,11539.217728
4549,9400 5006,1,231.660189,2252.185154
4550,9400 3005,1,585.849528,20636.318456
4551,9400 4016,1,591.683171,21017.797228
4552,9400 4014,1,165.473691,1382.454228
4553,9400 5008,1,739.019066,33945.081463
4554,9400 3004,1,586.594755,20711.495186
4555,9400 4012,1,415.258735,10543.256449
4556,9400 4011,1,414.735866,10561.408554
4557,9400 4013,1,577.542111,20266.320465
4558,9503 2010,1,712.63443,19107.442946
4559,9400 3001,2,653.203306,19661.975411
4560,9503 3014,1,548.071976,14778.447271
4561,9400 5009,1,420.16646,6511.637903
4562,9400 4007,1,539.541206,16234.026952
4563,9400 3002,1,569.669236,17235.907066
4564,9400 4008,2,661.35894,27044.692545
4565,9400 4009,1,476.112823,13249.511337
4566,9400 4010,1,475.917501,13243.711253
4567,9400 1001,1,453.932198,8813.430305
4568,9400 3003,1,110.498661,537.140601
4569,9400 4000,1,287.216312,4786.732396
4570,9400 4001,1,326.200692,6593.371442
4571,9503 2009,1,398.509007,6925.195547
4572,9400 4005,1,417.443241,9920.215811
4573,9503 3012,1,467.361982,13623.170545
4574,9400 1002,1,497.091265,9706.809681
4575,9400 4006,1,397.961719,9208.221179
4576,9400 4002,1,567.885512,18014.830327
4577,9400 4003,1,98.921097,408.744821
4578,9503 3009,1,255.554335,3008.842201
4579,9400 4004,1,390.455191,6206.430078
4580,9400 1012,1,432.58711,11244.242468
4581,9400 1003,1,486.078163,13734.613444
4582,9400 1018,1,507.371241,13313.849032
4583,9503 3007,1,193.42245,1898.728041
4584,9503 3006,1,134.995384,960.585335
4585,9400 1011,1,592.642043,21099.369855
4586,9503 2006,1,758.110454,27199.506829
4587,9503 3005,1,591.890185,19562.279417
4588,9503 2007,1,1044.659246,57985.891725
4589,9503 2005,1,517.157168,11517.769916
4590,9400 1017,1,588.576569,20757.253254
4591,9503 3003,1,338.969966,5907.335748
4592,9503 3004,1,465.830804,11628.940487
4593,9400 1013,1,417.089054,10667.942465
4594,9400 1004,1,421.127261,10870.74624
4595,9400 1010,1,415.644164,10572.561456
4596,9400 1009,1,429.83883,10546.48083
4597,9503 2004,1,127.74948,486.980059
4598,9400 1000,1,2029.165729,164938.835572
4599,9503 2003,1,711.867329,24343.618017
4600,9503 1016,1,667.106692,23878.403696
4601,9400 1015,1,591.551036,19297.985001
4602,9400 1005,1,719.085461,23892.463124
4605,9400 1007,2,1061.721673,16887.173399
4611,9602 3999,4,4347.444499,316042.176253
4612,8905 1006,5,4148.344131,280324.765573
4613,8905 1004,3,1340.08947,106487.969918
4614,8803 5003,1,599.132592,21224.952284
4615,8803 5007,1,682.930086,22036.042141
4616,8905 1003,4,691.945409,20694.539665
4617,9101 3028,1,734.423389,27108.793083
4618,8905 1005,1,1066.03104,11300.912314
4619,8803 5002,1,736.000071,28575.929588
4620,9101 3026,1,746.712988,23136.694837
4621,8803 5008,1,1080.071959,57819.545229
4622,8804 1001,3,3125.25128,450091.10568
4624,8905 1001,1,1186.544657,92827.837302
4625,8905 1002,3,1439.21038,116548.417141
4627,8803 5001,1,957.901296,45741.140242
4629,8803 5000,3,784.804388,32574.181874
4630,8804 1000,3,590.765143,19927.539072
4631,9101 3024,4,1365.586127,94259.993289
4633,9102 2020,1,2566.903043,90957.229936
4634,9102 2021,4,2872.264139,98716.889139
4636,9101 1039,3,2886.578187,121022.128357
4638,9101 3023,3,1291.32984,59241.787423
4642,9102 2010,2,1042.085625,45196.411027
4643,9101 3020,1,1505.323013,91551.212294
4644,9102 2011,1,668.642321,18763.642683
4645,9102 2014,1,566.260685,13564.937793
4646,9101 3016,1,390.951269,9153.399595
4647,9101 3017,1,396.672788,8772.332434
4648,9102 1015,2,535.874441,13444.148963
4649,9101 3019,1,516.291791,15450.571815
4650,9101 3018,1,483.343948,12807.368509
4651,9101 1037,1,592.506013,19678.665126
4652,9101 1035,1,1279.820516,93617.340306
4653,9102 2013,3,693.681442,26320.529397
4654,9102 2016,1,853.858651,31479.84089
4655,9101 1034,1,522.218357,14495.515471
4656,9102 2012,1,943.036616,36457.560129
4657,9101 3012,1,365.737518,7155.596546
4658,9101 3010,1,413.670898,9088.608667
4659,9101 3014,1,385.904823,8624.004763
4660,9101 3015,2,575.322119,20074.766907
4661,9101 3013,1,276.198861,3417.698204
4662,9101 1032,1,722.318306,29441.375447
4663,9101 1031,1,1728.871968,162394.786005
4664,9101 1033,1,719.336916,28735.224372
4665,9102 2000,1,1239.214371,55412.503368
4666,9101 3011,1,147.34135,1107.017116
4667,9102 1011,1,650.800571,20104.627451
4668,9101 3005,1,358.382302,7328.871628
4669,9101 3006,1,391.543206,8692.724575
4670,9101 3007,1,561.40651,19908.667737
4671,9102 1010,1,438.974602,10578.923402
4672,9102 1009,3,810.047292,36667.695157
4673,9101 1026,1,240.558935,2719.433783
4674,9101 1023,1,609.390115,17030.305443
4675,9101 1024,1,729.822138,29234.388822
4676,9101 1029,1,567.916151,18415.656768
4677,9101 1025,1,489.559292,13320.826694
4678,9101 3008,1,915.733802,22253.958608
4679,9101 1022,1,351.945133,2662.647884
4680,9101 1028,1,221.487719,2185.255989
4681,9102 2002,1,583.122162,19297.89122
4682,9102 1012,1,497.702055,14060.862878
4683,9000 1003,2,1609.503599,132408.197979
4684,9101 3003,1,532.176522,16083.327674
4685,9302 7009,1,253.518083,3235.730257
4686,9101 5027,1,585.818655,20931.016373
4687,9101 5029,1,367.209735,6799.924695
4688,9102 1004,1,544.143061,18196.616344
4689,9101 5031,1,482.825418,13990.918376
4690,9101 1015,1,498.11351,15710.637933
4691,9102 1006,1,355.584005,6088.446844
4692,9102 1002,1,390.723676,9366.167703
4693,9101 1012,1,432.79606,11124.330734
4694,9302 7007,1,639.62522,23878.307939
4695,9301 3017,1,549.291105,19002.567951
4696,9301 3016,1,533.06652,17384.094904
4697,9101 1014,1,894.385832,24675.052613
4698,9301 3023,1,359.991524,6486.045652
4699,9101 3000,1,457.131337,7749.737727
4700,9301 3015,1,168.305598,1153.863557
4701,9101 1013,1,390.268296,9761.968594
4702,9101 5019,1,319.402741,6121.042254
4703,9102 1000,1,455.51173,10613.344411
4704,9101 5018,1,365.088405,8645.306719
4705,9101 5017,1,800.741521,33567.815169
4706,9101 5016,1,658.694918,23153.351101
4707,9101 5020,1,1097.595149,72505.045315
4708,9101 5015,1,591.397249,17815.363882
4709,9101 5025,1,967.458186,57467.425555
4710,9302 7000,1,639.832148,23915.31877
4711,9301 3018,1,572.623567,19950.793081
4712,9101 5024,1,106.291996,622.7864
4713,9301 3014,1,507.391734,16524.957885
4714,9101 1011,1,696.063799,29167.975118
4715,9301 3013,1,279.493077,3100.467437
4716,9000 1002,2,1423.911514,81455.211589
4717,9301 3012,2,470.899658,13052.988852
4718,9400 5023,1,209.804932,2669.315134
4719,9101 1008,1,548.212204,12682.572056
4720,9400 5024,1,111.58852,753.234694
4721,9101 5022,1,377.652717,8286.253767
4722,9301 3011,1,351.583298,4803.068306
4723,9301 3006,1,622.349169,22075.125425
4724,9301 3007,1,554.767706,18362.610569
4725,9101 1009,1,579.750945,21053.46534
4726,9301 3008,1,518.489622,16383.593155
4727,9101 5023,1,582.997188,16638.556081
4728,9400 5021,2,613.140784,15346.742396
4729,9301 3009,1,478.873715,14530.538441
4730,9301 3010,1,409.920584,8194.032312
4731,9101 5013,1,494.096044,13958.353093
4732,9101 5012,1,511.343173,14197.494245
4733,9101 5014,1,627.886778,21452.76826
4734,9301 3001,1,203.195507,1451.535763
4735,9101 5021,1,748.202276,27131.835438
4736,9101 5011,1,424.038602,7485.744744
4737,9301 3005,1,622.439043,22139.436356
4738,9101 5007,1,245.341942,2930.510263
4739,9301 3004,1,554.502344,18417.926518
4740,9301 3003,1,518.559361,16409.206062
4741,9101 1007,1,929.629001,52075.533211
4742,9301 3002,2,485.530356,14610.478795
4743,9301 3000,1,492.624318,15363.222737
4744,9400 5019,1,516.574392,12109.415734
4745,9400 5020,1,798.156564,33992.44252
4746,9101 5010,1,864.387043,37137.226531
4747,9000 1001,4,2135.630249,160539.831335
4749,9301 4009,1,622.460708,22116.327266
4750,9301 4008,1,555.025333,18396.934097
4751,9101 1006,1,853.094909,42382.874721
4752,9301 1014,1,518.496112,16435.298847
4753,9101 5009,1,488.280921,13705.115872
4754,9101 1010,1,1086.508921,50071.707385
4755,9301 1013,1,487.675671,14715.90429
4756,9301 1012,1,490.444647,14856.146685
4757,9400 5018,1,510.175942,12065.451604
4758,9400 5016,1,774.374935,30340.99731
4759,9400 5017,1,592.529664,19662.28366
4760,9101 5008,1,722.107682,31236.846257
4761,9101 1003,1,549.095926,19176.516783
4762,9301 4006,1,622.398437,22109.511597
4763,9400 5000,1,236.871212,2514.072855
4764,9101 5005,1,901.481038,39707.598438
4765,9301 1010,1,487.102219,14693.738828
4766,9101 1000,1,507.826072,8367.396596
4767,9301 1011,1,490.964806,14905.76068
4768,9400 3015,1,366.064286,8003.776045
4769,9400 5015,1,788.131464,31125.901126
4770,9101 1005,1,880.89602,35836.800477
4771,9400 5014,1,573.89687,19413.813215
4772,9101 1004,1,908.527315,41742.549935
4773,9101 5004,1,556.87117,12825.755658
4774,9301 4005,1,622.714675,22063.965893
4775,9301 4004,1,555.119008,18389.087817
4776,9101 5006,1,954.238784,43478.574174
4777,9101 1002,1,721.602071,31546.991982
4778,9301 1007,1,487.626715,14714.169317
4779,9400 3013,1,386.447089,7399.857404
4780,9301 1006,1,491.192271,14908.791521
4781,9400 3012,1,490.204603,14882.047886
4782,9400 2008,1,663.178349,19221.10793
4783,9400 5012,1,800.874339,31859.11908
4784,9400 5013,1,573.272253,19378.319011
4785,9400 5002,1,463.912664,11668.541359
4786,9101 1001,1,2538.968697,103454.64054
4787,9301 4002,1,621.94378,22129.241261
4788,9301 1003,1,518.134238,16372.966657
4789,9301 1004,1,487.658576,14707.112621
4790,9301 1005,1,489.689704,14806.01509
4791,9400 3010,1,527.329487,16738.403898
4792,9400 2007,1,595.437813,18817.76209
4793,9101 5000,1,631.917562,24178.677936
4794,9301 4000,1,550.61908,18300.508108
4795,9400 3008,1,570.490116,19243.471777
4796,9400 2003,1,562.128799,18804.330142
4797,9400 2004,1,477.983955,14103.387095
4798,9400 3009,1,567.248331,19041.589224
4799,9400 2005,1,627.604857,18688.351125
4800,9101 5001,1,713.273378,19442.460968
4801,9503 2012,1,421.808972,10179.349743
4802,9400 3006,1,588.631233,20963.277856
4803,9503 3017,1,741.89665,34238.734317
4804,9400 3007,1,592.069389,21132.183711
4805,9400 4017,1,556.405751,19101.424087
4806,9400 5007,1,921.291618,47221.076149
4807,9503 3016,1,645.45996,24225.51766
4808,9400 2002,1,1423.845239,112836.594084
4809,9503 3015,1,636.441717,23593.271942
4810,9503 3013,1,563.099489,15458.421547
4811,9503 3010,1,422.427404,11516.568281
4812,9503 2008,2,2302.728019,285912.187845
4813,9503 3011,1,93.366347,400.82077
4814,9504 7010,1,404.848377,9934.310466
4815,9503 3008,1,337.541695,6735.79295
4816,9503 3002,1,323.411848,4933.464778
4817,9504 7009,1,405.749795,9982.186644
4818,9503 3001,1,488.326162,13906.860599
4819,9503 1010,1,662.113653,21892.863253
4826,8905 1998,3,5753.815947,277568.382097
4827,9101 3027,1,474.374478,11078.036871
4828,9101 1038,2,3134.726321,143425.191173
4829,9102 2001,1,712.556706,31544.723504
4830,9102 2004,1,404.614878,5754.013843
4831,9101 3004,1,1018.801211,66267.936867
4832,9102 1007,1,706.178711,26834.544018
4833,9102 1008,1,543.245834,18169.641253
4834,9101 3002,1,585.94089,20722.428625
4835,9101 1030,3,1860.024552,147550.218364
4836,9101 1027,1,465.156632,13561.269188
4837,9101 1019,1,153.152026,1146.511721
4838,9102 2003,1,1003.60028,44371.245132
4839,9102 1013,1,444.075447,9175.691714
4840,9101 1021,2,606.971135,19017.957469
4841,9101 1020,1,599.12014,17992.349164
4842,9101 5026,1,729.511995,28550.557116
4843,9101 5028,1,585.865848,20682.979488
4844,9101 1018,1,188.560901,1804.063544
4845,9101 1017,1,281.343388,3837.100061
4846,9400 5001,1,576.115816,18937.938763
4847,9101 5003,1,756.89742,16400.777951
4848,9400 5003,1,236.769084,2358.830235
4849,9301 4003,1,553.879084,18353.683198
4850,9400 3011,1,571.544982,19298.696515
4851,9400 5011,1,813.253335,32503.772298
4852,9400 2006,1,574.607337,13763.412713
4853,9101 5002,1,876.345144,35402.267949
4854,9400 5004,1,555.801083,18944.710192
4855,9301 4001,1,625.541076,22092.421087
4856,9301 1002,1,518.076147,16369.298136
4857,9301 1001,1,487.679228,14734.73516
4858,9400 5010,1,828.205302,33394.048684
4859,9400 2000,1,308.47792,4837.881062
4860,9400 2001,1,495.863274,15530.794317
4864,9101 3025,2,1945.65289,194812.017842
4001,3302 1002,1,469.697847,10286.61195
4002,8701 4001,1,384.238824,8956.660214
4003,3302 1003,1,699.709882,22033.437354
4004,4801 2004,1,511.519983,14934.091411
4005,3301 2005,1,364.483255,4894.080402
4006,3302 1001,1,113.098603,519.62433
4007,4801 2002,1,496.00287,14003.120941
4008,3400 4011,1,147.913399,625.352428
4009,3400 4012,1,415.916899,8693.746772
4010,3400 4002,1,542.838052,16286.094285
4011,3400 4000,1,508.008205,15325.338514
4012,3400 4001,1,610.854686,23691.817748
4013,3400 3005,1,126.175563,1262.345779
4014,4801 2003,1,316.177322,5096.544621
4015,8701 5012,1,409.593729,10092.769059
4016,3301 2004,1,530.972653,14778.280326
4017,8701 5011,1,353.937986,7619.984668
4018,3400 4010,1,330.20116,6517.122064
4019,3400 4009,1,443.506593,12100.985556
4020,3400 4003,1,402.648863,10083.489337
4021,3302 1000,1,726.166001,21103.306276
4022,3400 3004,1,469.147827,13448.869801
4023,8701 5005,1,302.43689,5610.218569
4024,3301 2002,1,559.447471,15941.254825
4025,8701 5004,1,454.887623,11131.420814
4026,3301 2003,1,748.472741,22043.594368
4027,3400 4004,1,348.856837,7183.605263
4028,8701 5003,1,259.004295,2770.399403
4029,3400 3003,1,413.111658,9391.048138
4030,3400 3002,1,605.041016,21779.083287
4031,3400 4008,1,326.853569,6054.426223
4032,3301 3005,1,424.977191,10918.827574
4033,3301 2001,1,487.236291,14865.686653
4034,3301 2000,1,780.46781,33142.179471
4035,9203 6006,1,581.375297,18389.059504
4036,9203 6005,1,383.559338,5155.688646
4037,3400 4007,1,330.297533,6205.931135
4038,3400 3001,1,753.884102,30005.06097
4039,8701 5000,2,400.582086,5470.106658
4040,3301 1004,1,773.833907,31911.516805
4041,3301 3003,1,477.984189,14224.38535
4042,3301 3004,1,436.334106,11824.70404
4043,8702 1004,1,464.287873,12543.985066
4044,3400 4005,1,1161.482026,79261.72431
4045,3400 4006,1,436.020918,11907.357469
4046,3400 3000,1,755.289776,29623.26515
4047,8702 3008,1,765.620342,14187.339154
4048,9102 2023,2,2083.240986,160371.953374
4049,8500 3003,1,670.953383,19662.552216
4050,8600 1000,1,1095.157521,48158.39983
4051,8702 3009,1,745.038168,24018.096064
4052,8702 3007,1,1003.303578,26829.631646
4053,8702 3003,1,420.462044,10541.92762
4054,8702 3004,1,415.940826,10521.651247
4055,9102 2031,1,537.607441,12482.797635
4056,9102 2024,1,1336.693655,14476.678063
4057,9102 2029,1,668.553255,23610.414778
4058,8701 4000,1,1465.149853,131523.501924
4059,8702 3002,1,421.880094,10582.661703
4060,8702 3001,1,427.14351,10482.349235
4061,8702 3000,4,1924.984368,127825.575933
4062,9102 2030,1,435.976758,8682.749203
4063,8702 1010,1,406.406024,9974.740037
4064,8701 5009,1,433.0314,10883.769075
4065,8701 5010,1,399.769261,9523.779237
4066,8701 5006,1,410.447107,10002.914989
4067,8701 5007,1,433.163515,10931.906709
4068,9102 2028,2,512.060421,11703.314931
4069,8701 5008,1,398.549641,8520.818594
4070,9102 2027,1,738.24309,32246.539381
4071,9102 2026,1,634.466215,14111.165845
4072,8701 5002,1,548.824319,16425.750792
4073,8701 5001,1,429.85713,8300.257801
4074,8702 1005,3,819.761181,36078.096479
4075,8702 1006,1,500.872434,15652.181352
4076,8702 1007,1,720.804018,24706.904283
4077,9102 2008,1,672.492107,21929.289199
4078,8702 1008,1,419.578993,10835.101191
4079,8702 1003,1,500.395969,15259.60094
4081,8803 6007,1,1224.478407,81221.394374
4082,9102 2022,2,1832.075134,45340.282157
4083,8702 1011,1,412.343366,10084.930395
4084,8702 1009,1,1404.981895,68988.927411
4122,9503 1013,1,676.374415,22875.503497
4123,9503 1004,1,475.351253,12299.015777
4124,9503 1006,1,2705.951156,322195.924171
4603,9400 1006,1,406.66289,8844.249414
4604,9503 1015,1,668.328783,23115.975188
4606,9503 1008,1,172.84956,1259.900029
4607,9503 1014,1,748.368627,25896.022771
4608,9503 1011,1,704.968867,21931.914416
4609,9503 1012,1,868.312604,32161.12402
4610,9503 1007,1,312.926305,6344.152269
4820,9503 1009,1,467.36328,10950.539577
4821,9503 1005,1,652.822971,21423.951669
4822,9503 1003,1,448.640284,11285.357193
4823,9503 1001,1,472.014676,13026.337406
4824,9503 1002,1,852.832117,27788.476988
4825,9503 1000,2,2602.406806,71686.032219
4861,9508 3000,1,623.182356,15353.0894
5001,7604 5017,1,344.916322,7229.610248
5002,7604 5018,1,344.869729,7202.814358
5003,7503 3014,1,421.811461,11090.595669
5004,7603 1005,2,879.072726,38505.227856
5005,7503 3017,1,572.554226,18783.928964
5006,7504 3004,1,334.222274,6891.948892
5007,7603 1000,1,1550.481034,82365.776532
5008,7503 3015,1,538.993442,16755.398682
5009,7504 2000,2,3746.757297,667969.23446
5010,7603 1004,1,858.980836,35181.967343
5011,7504 3003,1,616.268026,20600.292195
5012,7503 3016,1,537.547905,16687.983167
5013,7605 7008,1,378.866087,8705.36471
5014,7604 5021,1,1004.162521,48671.533448
5015,7503 3013,1,422.436891,11058.788851
5016,7604 5022,1,858.151177,25391.177704
5017,7604 5023,1,761.544343,19998.718598
5018,7603 1003,1,584.872248,21936.265261
5019,7604 5020,1,796.196447,27798.039385
5020,7604 5006,1,377.709532,8433.172931
5021,7604 5019,1,784.001204,26517.887678
5022,7604 5007,1,378.889403,8449.715082
5023,7604 5008,1,515.613848,16953.282227
5024,7604 5009,1,1230.280664,48874.658752
5025,7503 3009,1,537.119499,16397.751049
5026,7504 3000,1,598.299866,20658.575308
5027,7604 5010,1,1203.388787,45901.254545
5028,9902 2009,1,665.193113,23351.166396
5029,7503 3012,1,540.402927,16883.937882
5030,7605 7003,1,314.825479,6133.55152
5031,7504 3001,1,618.978192,20798.23702
5032,7503 3011,1,537.395897,16660.129706
5033,7604 5011,3,2055.655952,190387.341124
5034,7504 3002,1,423.022197,11130.512432
5035,7605 7007,1,694.489845,22786.018109
5036,7503 3010,1,510.180166,15308.009536
5037,9902 2007,1,625.975102,20116.265309
5038,7604 5000,4,1803.041724,79373.965778
